entry,at,order
"""Spero @ 7PSVHF7rE9"" calls 3.00",2023-03-25T02:29:42.949Z,167971138294900
"""jesse @ U0pi2C59gl"" folds",2023-03-25T02:29:34.813Z,167971137481300
"""Duncan @ ZNWCYkgSaC"" folds",2023-03-25T02:29:32.227Z,167971137222700
"""Robert @ w37CveWf41"" raises to 3.00",2023-03-25T02:29:31.208Z,167971137120800
"""Spero @ 7PSVHF7rE9"" posts a straddle of 1.00",2023-03-25T02:29:27.738Z,167971136773808
"""jesse @ U0pi2C59gl"" posts a big blind of 0.50",2023-03-25T02:29:27.738Z,167971136773807
"""Duncan @ ZNWCYkgSaC"" posts a small blind of 0.25",2023-03-25T02:29:27.738Z,167971136773806
"Your hand is Q♥, Q♦",2023-03-25T02:29:27.738Z,167971136773805
"Player stacks: #1 ""Duncan @ ZNWCYkgSaC"" (342.18) | #4 ""jesse @ U0pi2C59gl"" (451.18) | #5 ""Spero @ 7PSVHF7rE9"" (196.15) | #8 ""Robert @ w37CveWf41"" (250.03)",2023-03-25T02:29:27.738Z,167971136773801
"-- starting hand #412 (id: pnb4asfxb07u)  (No Limit Texas Hold'em) (dealer: ""Robert @ w37CveWf41"") --",2023-03-25T02:29:27.738Z,167971136773800
"-- ending hand #411 --",2023-03-25T02:29:24.806Z,167971136480602
"""Spero @ 7PSVHF7rE9"" collected 2.75 from pot",2023-03-25T02:29:24.806Z,167971136480601
"Uncalled bet of 2.50 returned to ""Spero @ 7PSVHF7rE9""",2023-03-25T02:29:24.806Z,167971136480600
"""jesse @ U0pi2C59gl"" folds",2023-03-25T02:29:23.939Z,167971136393900
"""Duncan @ ZNWCYkgSaC"" folds",2023-03-25T02:29:19.602Z,167971135960200
"""Robert @ w37CveWf41"" folds",2023-03-25T02:29:18.643Z,167971135864300
"""Spero @ 7PSVHF7rE9"" raises to 3.50",2023-03-25T02:29:16.570Z,167971135657000
"""jesse @ U0pi2C59gl"" posts a straddle of 1.00",2023-03-25T02:29:08.191Z,167971134819108
"""Duncan @ ZNWCYkgSaC"" posts a big blind of 0.50",2023-03-25T02:29:08.191Z,167971134819107
"""Robert @ w37CveWf41"" posts a small blind of 0.25",2023-03-25T02:29:08.191Z,167971134819106
"Your hand is 5♦, Q♠",2023-03-25T02:29:08.191Z,167971134819105
"Player stacks: #1 ""Duncan @ ZNWCYkgSaC"" (342.68) | #4 ""jesse @ U0pi2C59gl"" (452.18) | #5 ""Spero @ 7PSVHF7rE9"" (194.40) | #8 ""Robert @ w37CveWf41"" (250.28)",2023-03-25T02:29:08.191Z,167971134819101
"-- starting hand #411 (id: t4qaddtxw85i)  (No Limit Texas Hold'em) (dealer: ""Spero @ 7PSVHF7rE9"") --",2023-03-25T02:29:08.191Z,167971134819100
"-- ending hand #410 --",2023-03-25T02:29:02.181Z,167971134218102
"""Robert @ w37CveWf41"" collected 51.97 from pot with Full House, 8's over 7's (combination: 8♣, 8♦, 8♥, 7♣, 7♥)",2023-03-25T02:29:02.181Z,167971134218101
"""Robert @ w37CveWf41"" shows a 8♣, 7♣.",2023-03-25T02:29:02.181Z,167971134218100
"""jesse @ U0pi2C59gl"" calls 8.00",2023-03-25T02:29:01.310Z,167971134131000
"""Robert @ w37CveWf41"" bets 8.00",2023-03-25T02:28:59.711Z,167971133971100
"River: 8♦, 5♥, 7♥, 8♥ [3♠]",2023-03-25T02:28:50.421Z,167971133042100
"""Robert @ w37CveWf41"" calls 9.24",2023-03-25T02:28:49.578Z,167971132957800
"""jesse @ U0pi2C59gl"" bets 9.24",2023-03-25T02:28:42.045Z,167971132204500
"""Robert @ w37CveWf41"" checks",2023-03-25T02:28:36.361Z,167971131636100
"Turn: 8♦, 5♥, 7♥ [8♥]",2023-03-25T02:28:31.360Z,167971131136000
"""Robert @ w37CveWf41"" calls 4.37",2023-03-25T02:28:30.548Z,167971131054800
"""jesse @ U0pi2C59gl"" bets 4.37",2023-03-25T02:28:27.029Z,167971130702900
"""Robert @ w37CveWf41"" checks",2023-03-25T02:28:23.330Z,167971130333000
"Flop:  [8♦, 5♥, 7♥]",2023-03-25T02:28:20.155Z,167971130015500
"""Duncan @ ZNWCYkgSaC"" folds",2023-03-25T02:28:19.310Z,167971129931000
"""Robert @ w37CveWf41"" calls 3.75",2023-03-25T02:28:18.323Z,167971129832300
"""Spero @ 7PSVHF7rE9"" folds",2023-03-25T02:28:15.989Z,167971129598900
"""jesse @ U0pi2C59gl"" raises to 3.75",2023-03-25T02:28:12.897Z,167971129289700
"""Duncan @ ZNWCYkgSaC"" posts a straddle of 1.00",2023-03-25T02:28:08.785Z,167971128878508
"""Robert @ w37CveWf41"" posts a big blind of 0.50",2023-03-25T02:28:08.785Z,167971128878507
"""Spero @ 7PSVHF7rE9"" posts a small blind of 0.25",2023-03-25T02:28:08.785Z,167971128878506
"Your hand is 8♣, 7♣",2023-03-25T02:28:08.785Z,167971128878505
"Player stacks: #1 ""Duncan @ ZNWCYkgSaC"" (343.68) | #4 ""jesse @ U0pi2C59gl"" (477.54) | #5 ""Spero @ 7PSVHF7rE9"" (194.65) | #8 ""Robert @ w37CveWf41"" (223.67)",2023-03-25T02:28:08.785Z,167971128878501
"-- starting hand #410 (id: 01j4igvi7isg)  (No Limit Texas Hold'em) (dealer: ""jesse @ U0pi2C59gl"") --",2023-03-25T02:28:08.785Z,167971128878500
"-- ending hand #409 --",2023-03-25T02:28:02.779Z,167971128277902
"""jesse @ U0pi2C59gl"" collected 4.50 from pot with Pair, A's (combination: A♥, A♦, J♠, 10♥, 9♥)",2023-03-25T02:28:02.779Z,167971128277901
"""jesse @ U0pi2C59gl"" shows a A♥, 2♦.",2023-03-25T02:28:02.779Z,167971128277900
"""Robert @ w37CveWf41"" checks",2023-03-25T02:28:01.941Z,167971128194100
"""jesse @ U0pi2C59gl"" checks",2023-03-25T02:28:00.139Z,167971128013900
"River: 4♣, 9♥, 10♥, J♠ [A♦]",2023-03-25T02:27:55.973Z,167971127597300
"""Robert @ w37CveWf41"" checks",2023-03-25T02:27:55.098Z,167971127509800
"""jesse @ U0pi2C59gl"" checks",2023-03-25T02:27:52.379Z,167971127237900
"Turn: 4♣, 9♥, 10♥ [J♠]",2023-03-25T02:27:48.488Z,167971126848800
"""jesse @ U0pi2C59gl"" calls 1.00",2023-03-25T02:27:47.666Z,167971126766600
"""Robert @ w37CveWf41"" bets 1.00",2023-03-25T02:27:45.301Z,167971126530100
"""jesse @ U0pi2C59gl"" checks",2023-03-25T02:27:42.658Z,167971126265800
"Flop:  [4♣, 9♥, 10♥]",2023-03-25T02:27:39.753Z,167971125975300
"""Robert @ w37CveWf41"" checks",2023-03-25T02:27:38.896Z,167971125889600
